,LOCALITA,DATA,TMEDIA 째C,TMIN 째C,TMAX 째C,PUNTORUGIADA 째C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
11933,Pavia,24/9/2005,"20,5","15,3","26,1",14,66.0,5,"1,9","7,6",0,0.0,0.0,0,
11934,Pavia,25/9/2005,"20,3",15,"26,2","13,3",64.0,"7,4","2,2","7,6",0,0.0,0.0,0,
11935,Pavia,26/9/2005,"20,4","14,5","26,6","13,6",65.0,9,2,"5,4",0,0.0,0.0,0,
11936,Pavia,27/9/2005,21,"16,9","26,2","14,7",67.0,"5,8","2,8","5,4",0,0.0,0.0,0,
11937,Pavia,28/9/2005,"20,8","17,7",26,"15,7",73.0,"7,4","2,6","7,6",0,0.0,0.0,0,
11938,Pavia,29/9/2005,"20,2","17,5",24,"15,6",75.0,"8,2","3,9",13,0,0.0,0.0,0,
11939,Pavia,30/9/2005,"19,1","14,7","25,1","10,5",57.0,"10,8","6,3","14,8",0,0.0,0.0,0,
11940,Pavia,01/10/2005,"18,2","13,4","23,2","9,2",56.0,"11,3","4,6","9,4",0,0.0,0.0,0,
11941,Pavia,02/10/2005,"14,7",13,"17,8","9,9",73.0,"6,8","10,6","20,6",0,0.0,0.0,13,Pioggia Temporale 
11942,Pavia,03/10/2005,"13,5","12,4","15,1","8,6",72.0,"7,6","5,6",13,0,0.0,0.0,"7,1",Pioggia 
11943,Pavia,04/10/2005,"15,1",12,"18,4","9,8",71.0,"7,2","4,1","9,4",0,0.0,0.0,"0,5",Pioggia 
11944,Pavia,05/10/2005,"15,3","13,2","18,5","10,4",73.0,10,"2,6","7,6",0,0.0,0.0,"6,1",Pioggia 
11945,Pavia,06/10/2005,"15,3","13,9",17,"10,4",73.0,"5,6","2,6","9,4",0,0.0,0.0,"4,6",Pioggia 
11946,Pavia,07/10/2005,"16,5","14,8","19,6","11,6",73.0,"6,8","5,9","18,3",0,0.0,0.0,"1,5",Pioggia 
11947,Pavia,08/10/2005,"17,2","14,6","21,5","12,3",73.0,"9,3","2,8","7,6",0,0.0,0.0,0,
11948,Pavia,09/10/2005,"17,3","13,5","22,4","11,6",69.0,9,"2,4","5,4",0,0.0,0.0,0,
11949,Pavia,10/10/2005,"15,3","11,8","20,3","9,7",69.0,"6,8",3,"9,4",0,0.0,0.0,0,
11950,Pavia,11/10/2005,"14,8","10,1","20,9","8,9",68.0,"6,6","3,3","11,1",0,0.0,0.0,0,
11951,Pavia,12/10/2005,"14,2","9,1","20,2","8,4",68.0,"7,1","3,1",13,0,0.0,0.0,0,
11952,Pavia,13/10/2005,"13,9","8,3",21,"9,6",75.0,"5,5","1,7","7,6",0,0.0,0.0,0,
11953,Pavia,14/10/2005,"13,8","7,6","21,3","10,7",82.0,"3,9","0,9","5,4",0,0.0,0.0,0,
11954,Pavia,15/10/2005,"13,7","8,8","20,4","11,3",85.0,"2,7","1,7","9,4",0,0.0,0.0,0,
11955,Pavia,16/10/2005,"13,5","7,2","21,4","11,6",88.0,"2,6","2,8","7,6",0,0.0,0.0,0,Nebbia 
11956,Pavia,17/10/2005,"13,8","9,8","17,1","11,3",85.0,"6,3",7,"14,8",0,0.0,0.0,0,
11957,Pavia,18/10/2005,"13,7","12,7","15,5","9,8",77.0,"11,3",7,"11,1",0,0.0,0.0,0,
11958,Pavia,19/10/2005,"12,8",11,15,"10,6",86.0,"6,3","2,8","7,6",0,0.0,0.0,0,
11959,Pavia,20/10/2005,"12,5","10,7","14,3","10,1",85.0,"4,2",3,"7,6",0,0.0,0.0,"2,5",Pioggia 
11960,Pavia,21/10/2005,"14,1",12,"17,6",12,87.0,"4,3","3,3","9,4",0,0.0,0.0,0,
11961,Pavia,22/10/2005,"15,7","13,8","19,1","13,6",87.0,"4,5","3,5","11,1",0,0.0,0.0,0,Pioggia 
11962,Pavia,23/10/2005,"16,1",15,18,14,87.0,"2,4","1,5","5,4",0,0.0,0.0,0,Pioggia 
11963,Pavia,24/10/2005,"14,4",11,"19,6","12,5",88.0,"2,1","2,8","7,6",0,0.0,0.0,0,Nebbia 
11964,Pavia,25/10/2005,"16,8","13,9","19,4","15,8",94.0,"2,9","1,9","5,4",0,0.0,0.0,0,
11965,Pavia,26/10/2005,"16,4",12,"22,2","14,8",90.0,"4,3","1,7","7,6",0,0.0,0.0,0,Nebbia 
11966,Pavia,27/10/2005,"16,5",14,"20,1","15,4",93.0,"2,9","2,6","9,4",0,0.0,0.0,0,
11967,Pavia,28/10/2005,"16,3","13,7",21,"14,7",90.0,4,"2,8","7,6",0,0.0,0.0,0,Nebbia 
11968,Pavia,29/10/2005,"15,3",11,21,"13,4",88.0,"1,9","1,5","5,4",0,0.0,0.0,0,Nebbia 
11969,Pavia,30/10/2005,"13,3","7,8",20,"11,7",90.0,"1,4","2,8","11,1",0,0.0,0.0,0,Nebbia 
11970,Pavia,31/10/2005,"13,6","11,2","15,2","12,5",93.0,"1,6","3,3","7,6",0,0.0,0.0,0,Pioggia Nebbia 
11971,Pavia,01/11/2005,"13,6","12,8",15,"12,6",94.0,"1,9","3,5","11,1",0,0.0,0.0,0,Pioggia 
11972,Pavia,02/11/2005,"14,9",12,"17,7","14,1",95.0,"3,4",2,"7,6",0,0.0,0.0,0,Nebbia 
11973,Pavia,03/11/2005,"13,3",10,"18,3","12,3",94.0,"1,8","2,2","9,4",0,0.0,0.0,0,Nebbia 
11974,Pavia,04/11/2005,"14,1",13,16,"13,2",94.0,"2,1",3,"9,4",0,0.0,0.0,0,Pioggia 
11975,Pavia,05/11/2005,"13,7","12,8",15,"12,7",94.0,"2,4","3,9","9,4",0,0.0,0.0,"8,1",Pioggia 
11976,Pavia,06/11/2005,"13,8","12,9",15,"12,7",93.0,"3,7","3,3","7,6",0,0.0,0.0,29,Pioggia 
11977,Pavia,07/11/2005,"13,2",9,"17,7","12,2",94.0,"4,2","3,1","9,4",0,0.0,0.0,"0,5",Nebbia 
11978,Pavia,08/11/2005,"11,2","8,3",13,"9,8",91.0,"1,1","2,6","7,6",0,0.0,0.0,0,Nebbia 
11979,Pavia,09/11/2005,"11,8","10,8",13,"10,5",92.0,"2,6","3,1","5,4",0,0.0,0.0,0,Nebbia 
11980,Pavia,10/11/2005,"10,9",10,"12,5","10,3",96.0,"4,3","4,6","9,4",0,0.0,0.0,0,
11981,Pavia,11/11/2005,"9,2",8,"10,7","7,3",88.0,"2,4","3,9","7,6",0,0.0,0.0,0,Nebbia 
11982,Pavia,12/11/2005,"7,6",6,9,"5,4",86.0,"1,4","2,8","9,4",0,0.0,0.0,0,Pioggia Nebbia 
11983,Pavia,01/12/2005,"1,8","-1,6","8,6","-0,2",87.0,"3,5","1,9","9,4",0,0.0,0.0,0,Nebbia 
11984,Pavia,02/12/2005,"2,1","-1,9","4,3","0,9",92.0,"2,9","3,5","9,4",0,0.0,0.0,2,Pioggia Neve 
11985,Pavia,03/12/2005,2,"-0,5","4,5","0,9",92.0,"5,8","6,3","9,4",0,0.0,0.0,"22,1",Pioggia Neve Nebbia 
11986,Pavia,04/12/2005,"0,8",-2,3,"-0,4",92.0,"0,8",2,"9,4",0,0.0,0.0,1,Pioggia Nebbia 
11987,Pavia,05/12/2005,"3,7",1,6,"2,7",93.0,"2,1","3,7","9,4",0,0.0,0.0,"3,1",Pioggia 
11988,Pavia,06/12/2005,"3,9",3,"7,1","2,9",93.0,"2,1","4,8","11,1",0,0.0,0.0,0,Nebbia 
11989,Pavia,07/12/2005,"2,3",-1,"7,2","0,6",88.0,"4,7","4,8","11,1",0,0.0,0.0,0,Nebbia 
11990,Pavia,08/12/2005,"1,6",-3,5,"0,3",91.0,5,"3,7",13,0,0.0,0.0,"0,5",Pioggia Nebbia 
11991,Pavia,09/12/2005,"4,5",1,10,"1,7",82.0,9,"2,8","7,6",0,0.0,0.0,0,
11992,Pavia,10/12/2005,"2,2",-1,"8,4","-0,2",84.0,"10,3","3,5",13,0,0.0,0.0,0,
11993,Pavia,11/12/2005,"2,1",-3,8,"-2,4",72.0,"9,3","3,7","9,4",0,0.0,0.0,0,
11994,Pavia,12/12/2005,"3,7","-0,2","7,1","1,7",87.0,"9,2",3,13,0,0.0,0.0,0,Pioggia 
11995,Pavia,13/12/2005,"4,6",1,8,"3,6",93.0,"5,5","3,5","9,4",0,0.0,0.0,0,
11996,Pavia,14/12/2005,"1,8","-1,1","7,1","0,7",92.0,"0,8",2,"7,6",0,0.0,0.0,0,Nebbia 
11997,Pavia,15/12/2005,"2,1","-3,3","7,5",1,92.0,"2,3","5,2","11,1",0,0.0,0.0,0,Nebbia 
11998,Pavia,16/12/2005,"3,6",-2,"9,7","2,2",91.0,5,"8,1","22,2",0,0.0,0.0,0,Nebbia 
11999,Pavia,17/12/2005,"5,6",1,12,"0,8",71.0,"10,8","16,9","46,5","66,5",0.0,0.0,0,Nebbia 
12000,Pavia,18/12/2005,"4,7",1,"9,1","-8,3",38.0,"10,1",13,"27,8",0,0.0,0.0,0,
12001,Pavia,19/12/2005,"0,1",-4,3,"-2,9",80.0,"9,8","3,7","9,4",0,0.0,0.0,0,
12002,Pavia,20/12/2005,"1,3","-2,2",7,"-1,5",82.0,"7,7","3,9","11,1",0,1028.0,1016.0,0,
12003,Pavia,21/12/2005,"0,7",-3,6,"-1,3",86.0,"6,6",3,"7,6",0,0.0,0.0,0,
12004,Pavia,22/12/2005,"2,1",-3,"8,2",0,0.0,"4,8",3,"7,6",0,0.0,0.0,0,
12005,Pavia,23/12/2005,"1,9",-2,"6,3","-0,1",87.0,"4,2","2,4","5,4",0,0.0,0.0,0,
12006,Pavia,24/12/2005,4,"1,4",7,"2,8",92.0,"3,2",5,13,0,0.0,0.0,0,
12007,Pavia,25/12/2005,"3,9",3,5,"2,9",93.0,"2,4","3,9","7,6",0,0.0,0.0,"0,5",Pioggia 
12008,Pavia,26/12/2005,"4,3",2,6,"3,3",93.0,"3,1","2,4","7,6",0,0.0,0.0,0,Pioggia 
12009,Pavia,27/12/2005,"2,4",1,4,"1,2",92.0,"3,2","4,4","9,4",0,0.0,0.0,0,Pioggia Neve 
12010,Pavia,28/12/2005,"1,4",-1,3,"0,3",92.0,"4,5","6,9","22,2",0,0.0,0.0,0,Neve 
12011,Pavia,29/12/2005,"-2,6",-8,"1,8","-4,2",89.0,"6,4","2,2","7,6",0,0.0,0.0,0,Nebbia 
12012,Pavia,30/12/2005,"-4,2",-11,"1,6","-6,1",87.0,"4,7","2,6","9,4",0,0.0,0.0,0,Nebbia 
12013,Pavia,31/12/2005,"-0,3","-3,8","1,2","-1,6",91.0,4,"3,1","9,4",0,0.0,0.0,0,Pioggia Neve 
12014,Pavia,01/1/2006,"0,1","-1,2","1,2","-1,1",92.0,"2,3","4,4","11,1",0,0.0,0.0,0,Neve Nebbia 
12015,Pavia,02/1/2006,"-0,7",-6,5,"-1,9",92.0,"1,6","2,4","9,4",0,0.0,0.0,0,Nebbia 
12016,Pavia,03/1/2006,"1,4",-2,"7,1","-0,1",90.0,"2,1","1,7","5,4",0,0.0,0.0,0,Nebbia 
12017,Pavia,04/1/2006,"1,1",-3,"7,7","-1,1",85.0,"5,8",2,"9,4",0,0.0,0.0,0,Nebbia 
12018,Pavia,05/1/2006,"3,7","-0,6",6,"2,2",90.0,"5,3","1,5","7,6",0,0.0,0.0,0,
12019,Pavia,06/1/2006,"3,8","-0,8","8,4","2,1",89.0,5,"1,5","5,4","29,4",0.0,0.0,0,Nebbia 
12020,Pavia,07/1/2006,"2,7","-1,3","7,6","0,9",88.0,"3,7","2,6","7,6",0,0.0,0.0,0,Nebbia 
12021,Pavia,08/1/2006,"4,9","1,9",8,"2,6",85.0,"9,2","4,1","9,4",0,0.0,0.0,0,
12022,Pavia,09/1/2006,"4,5",1,9,"2,2",85.0,9,2,"7,6",0,0.0,0.0,0,
12023,Pavia,10/1/2006,"1,8",-3,8,"0,5",91.0,"2,1",2,"7,6",0,0.0,0.0,0,Nebbia 
12024,Pavia,11/1/2006,"2,4","-3,1","9,3","-0,2",83.0,"6,1","2,2","7,6",0,0.0,0.0,0,Nebbia 
12025,Pavia,12/1/2006,"2,2",-3,"8,3","-0,3",83.0,"7,1",3,"9,4",0,0.0,0.0,0,Nebbia 
12026,Pavia,13/1/2006,"2,8",-3,"9,1","0,4",84.0,"6,4","1,7","7,6",0,0.0,0.0,0,Nebbia 
12027,Pavia,14/1/2006,"1,4","-4,5","8,3","-0,8",85.0,"2,7","1,7","5,4",0,0.0,0.0,0,Nebbia 
12028,Pavia,15/1/2006,"1,1",-2,"5,3","-1,4",83.0,"6,9","4,1","9,4",0,0.0,0.0,0,Nebbia 
12029,Pavia,16/1/2006,"0,4","-3,1",6,"-1,4",88.0,"3,9","2,8","11,1",0,0.0,0.0,0,
12030,Pavia,17/1/2006,"1,4","-0,1",3,"0,1",91.0,"2,6","2,8","7,6",0,0.0,0.0,0,Pioggia Neve 
12031,Pavia,18/1/2006,"1,9",-1,"5,1","-0,3",85.0,"3,5","6,7",13,0,0.0,0.0,0,
12032,Pavia,19/1/2006,"2,1","-1,9","8,2","0,4",88.0,"2,4","3,9","9,4",0,0.0,0.0,0,Nebbia 
12033,Pavia,20/1/2006,"-0,1",-4,7,"-1,4",91.0,"0,5","1,9","9,4",0,0.0,0.0,0,Nebbia 
12034,Pavia,21/1/2006,"1,6","-1,6","5,9","0,4",92.0,"1,8","3,9","7,6",0,0.0,0.0,0,Nebbia 
12035,Pavia,22/1/2006,"3,1","-1,6","10,4","1,3",88.0,"2,4","3,7","11,1",0,0.0,0.0,0,Nebbia 
12036,Pavia,23/1/2006,"2,5",-1,"7,1","-0,2",82.0,"7,4","9,3","22,2",0,0.0,0.0,0,
12037,Pavia,24/1/2006,"-0,1",-4,"4,2","-3,6",77.0,"9,3","4,3","9,4",0,0.0,0.0,0,
12038,Pavia,25/1/2006,"-1,3","-6,2",5,"-4,6",78.0,"6,4","1,9","11,1",0,0.0,0.0,0,
12039,Pavia,26/1/2006,"-1,6",-5,"1,8","-2,8",91.0,"2,7","4,6",13,0,0.0,0.0,0,Neve Nebbia 
12040,Pavia,27/1/2006,"1,1","-1,1",2,"-0,1",92.0,"0,6","0,4","3,5",0,0.0,0.0,"7,1",Pioggia Neve Nebbia 
12041,Pavia,28/1/2006,"2,8",1,5,"1,9",94.0,"2,3","1,9","5,4",0,0.0,0.0,"38,1",Pioggia Neve Nebbia 
12042,Pavia,29/1/2006,"3,4","1,9","5,7","2,3",92.0,"1,8","1,9","7,6",0,0.0,0.0,0,Pioggia Nebbia 
12043,Pavia,30/1/2006,"5,1","2,2",12,4,93.0,"4,7","2,4","9,4",0,0.0,0.0,0,
12044,Pavia,31/1/2006,"4,4",1,"11,5",3,91.0,"3,2","1,7","7,6",0,0.0,0.0,0,Nebbia 
12045,Pavia,01/2/2006,3,"-2,1","11,3","0,8",85.0,"3,5","1,3","5,4",0,0.0,0.0,0,Nebbia 
12046,Pavia,02/2/2006,"4,2","-2,9",13,"1,3",81.0,"3,5","1,3","9,4",0,0.0,0.0,0,Nebbia 
12047,Pavia,03/2/2006,"4,6",-2,12,"1,9",83.0,"3,1","1,5","5,4",0,0.0,0.0,0,Nebbia 
12048,Pavia,04/2/2006,4,"-0,1","10,5","1,8",86.0,"2,9","1,5","7,6",0,0.0,0.0,0,Nebbia 
12049,Pavia,05/2/2006,"2,2",-1,"6,3","-1,4",77.0,"7,2","5,6","16,5",0,0.0,0.0,0,Nebbia 
12050,Pavia,06/2/2006,"0,6","-3,2","4,8","-3,7",73.0,9,"4,6",13,0,0.0,0.0,0,
12051,Pavia,07/2/2006,"1,6",-3,"6,5","-1,5",80.0,"6,3","3,9","11,1",0,0.0,0.0,0,
12052,Pavia,08/2/2006,"3,1","0,6",5,"1,9",92.0,4,"3,3","7,6",0,0.0,0.0,0,
12053,Pavia,09/2/2006,"4,5","-2,3","11,4","1,7",82.0,"3,2","5,9","22,2",0,0.0,0.0,0,Nebbia 
12054,Pavia,10/2/2006,"6,8","-2,3","12,2","-5,4",41.0,"8,7","10,6","22,2",0,0.0,0.0,0,Nebbia 
12055,Pavia,11/2/2006,"4,3","-2,2",11,"-3,4",57.0,10,"2,6","9,4",0,0.0,0.0,0,
12056,Pavia,12/2/2006,"2,9","-3,1","9,1","-1,6",72.0,"10,5","3,3","9,4",0,0.0,0.0,0,
12057,Pavia,13/2/2006,"3,1",-3,"9,4",-1,74.0,"9,2","3,7","11,1",0,0.0,0.0,0,
12058,Pavia,14/2/2006,"3,8","-2,5",9,"0,8",81.0,6,"3,9","11,1",0,0.0,0.0,0,
12059,Pavia,15/2/2006,"4,6","3,7",5,"3,8",95.0,"2,6","2,4","9,4",0,0.0,0.0,0,Pioggia 
12060,Pavia,16/2/2006,"4,7","3,6",6,"3,8",94.0,"1,4","4,6","9,4",0,0.0,0.0,2,Pioggia Nebbia 
12061,Pavia,17/2/2006,"4,2","0,8","7,6","3,2",93.0,1,"4,4",13,0,0.0,0.0,0,Nebbia 
12062,Pavia,18/2/2006,"5,1","0,1",8,"4,1",93.0,"2,3","6,7","18,3",0,0.0,0.0,"4,1",Pioggia Nebbia 
12063,Pavia,19/2/2006,"5,6","3,7",9,"4,7",94.0,"4,5","10,4","33,5","48,2",0.0,0.0,0,Pioggia Nebbia 
12064,Pavia,20/2/2006,"5,2","3,4",7,"4,4",95.0,"6,6","4,1","11,1",0,0.0,0.0,"21,1",Pioggia 
12065,Pavia,21/2/2006,"6,6","4,7",9,6,96.0,"5,8","2,8","9,4",0,0.0,0.0,0,Pioggia 
12066,Pavia,22/2/2006,"7,4","5,1",9,"5,9",90.0,"8,7","3,3","11,1",0,0.0,0.0,2,Pioggia 
12067,Pavia,23/2/2006,"7,9","1,9",13,"4,1",77.0,"6,4","2,8","9,4",0,0.0,0.0,0,Nebbia 
12068,Pavia,24/2/2006,"6,5",5,"8,6","4,1",85.0,"5,5","3,7","9,4",0,0.0,0.0,0,Pioggia 
12069,Pavia,25/2/2006,"6,2",5,"8,1","3,3",82.0,"8,2","4,6","11,1",0,0.0,0.0,"4,1",Pioggia 
12070,Pavia,26/2/2006,"5,8",2,"10,6","3,7",86.0,"7,1","4,8","9,4",0,0.0,0.0,0,Pioggia Nebbia 
12071,Pavia,27/2/2006,"5,9","3,5",9,"4,2",89.0,"4,7","5,9","16,5",0,0.0,0.0,0,Pioggia Nebbia 
12072,Pavia,28/2/2006,"3,9","1,9","7,9","-3,2",60.0,"11,1","6,9","18,3",0,0.0,0.0,0,
12073,Pavia,01/3/2006,"3,9",-1,"9,8","-1,2",69.0,"9,3","4,1","11,1",0,0.0,0.0,0,
12074,Pavia,02/3/2006,"5,1",1,"9,6","0,6",73.0,6,5,13,0,0.0,0.0,0,
12075,Pavia,03/3/2006,"5,8","0,3",10,"-0,7",63.0,"7,6",5,"11,1",0,0.0,0.0,0,
12076,Pavia,04/3/2006,"9,1","5,9","12,4","5,3",77.0,"4,7","3,1","7,6",0,0.0,0.0,0,
12077,Pavia,05/3/2006,"11,3",6,"15,7","8,3",82.0,"7,6","8,7","25,9",0,0.0,0.0,"3,1",Pioggia 
12078,Pavia,06/3/2006,"7,4",3,"13,4","2,3",70.0,"11,9","9,8","33,5",50,0.0,0.0,0,
12079,Pavia,07/3/2006,"7,2","1,8","11,9","-9,3",30.0,"10,3","14,4","29,4",50,0.0,0.0,0,
12080,Pavia,08/3/2006,"6,5",2,"11,6","-5,7",41.0,"11,1","4,4","11,1",0,0.0,0.0,0,
12081,Pavia,09/3/2006,"8,9","5,7",14,"1,8",61.0,"10,3","6,7","16,5",0,0.0,0.0,0,
12082,Pavia,10/3/2006,"10,1",5,"17,3","2,8",60.0,"8,2","6,1","18,3",0,0.0,0.0,0,
12083,Pavia,11/3/2006,"9,2",4,"15,4","2,7",64.0,"10,8","8,9","20,6",0,0.0,0.0,0,
12084,Pavia,12/3/2006,"5,9",2,"9,4","-5,6",43.0,"10,6","24,1","48,2","72,2",0.0,0.0,0,
12085,Pavia,13/3/2006,"7,1","-1,4",16,"-10,5",27.0,10,"6,5","16,5",0,0.0,0.0,0,
12086,Pavia,14/3/2006,"7,3","2,3",13,"-0,7",57.0,"10,3","9,4","16,5",0,0.0,0.0,0,
12087,Pavia,15/3/2006,"7,4","1,1","12,3","1,6",67.0,"9,3","5,7","11,1",0,0.0,0.0,0,
12088,Pavia,16/3/2006,"7,1","5,8","10,5","4,5",83.0,6,"5,7",13,0,0.0,0.0,"0,8",Pioggia 
12089,Pavia,17/3/2006,"8,6","3,8",14,"3,6",71.0,4,"5,2","9,4",0,0.0,0.0,0,
12090,Pavia,18/3/2006,"7,9",5,"12,2",3,71.0,"5,5","8,1","14,8",0,0.0,0.0,0,
12091,Pavia,19/3/2006,"7,1",5,12,"2,8",74.0,"6,8","4,3","9,4",0,0.0,0.0,0,
12092,Pavia,20/3/2006,"9,4","4,7",14,"3,7",68.0,"6,3","4,1","9,4",0,0.0,0.0,0,
12093,Pavia,21/3/2006,"8,2",5,10,"7,3",94.0,"3,5","4,6","11,1",0,0.0,0.0,"6,1",Pioggia 
12094,Pavia,22/3/2006,"10,7",7,"16,2","7,8",82.0,"3,7","2,8","9,4",0,0.0,0.0,0,
12095,Pavia,23/3/2006,"11,4","4,4","17,5","8,3",81.0,"4,7","6,1",13,0,0.0,0.0,0,
12096,Pavia,24/3/2006,"9,9",8,11,9,94.0,"5,1","8,9","16,5",0,0.0,0.0,"5,1",Pioggia 
12097,Pavia,25/3/2006,"11,6",8,"16,4","8,9",83.0,"6,3","4,3","11,1",0,0.0,0.0,0,
12098,Pavia,26/3/2006,"13,4","7,8","19,1","10,1",80.0,"8,7","5,6","11,1",0,0.0,0.0,0,
12099,Pavia,27/3/2006,"14,1",13,"15,3","13,1",94.0,"9,8","6,5","11,1",0,0.0,0.0,0,Pioggia 
12100,Pavia,28/3/2006,"12,2",10,14,"11,6",96.0,"4,2","7,6",13,0,0.0,0.0,2,Pioggia Temporale 
12101,Pavia,29/3/2006,"13,2","6,3","20,4","5,2",58.0,"9,8","8,1",13,0,0.0,0.0,2,
12102,Pavia,30/3/2006,"12,4","6,2","17,4","8,8",79.0,"10,9","5,2","11,1",0,0.0,0.0,0,
12103,Pavia,31/3/2006,"15,1","9,7",21,"12,3",83.0,"10,6","9,6","16,5",0,0.0,0.0,0,
12104,Pavia,01/4/2006,"13,1","8,9",16,"11,4",89.0,"5,3","2,8","7,6",0,0.0,0.0,0,Pioggia Nebbia 
12105,Pavia,02/4/2006,"13,3",6,"21,6","9,6",78.0,"6,1",3,"7,6",0,0.0,0.0,0,Nebbia 
12106,Pavia,03/4/2006,"15,6","8,1","22,7","10,7",73.0,"8,5",10,"29,4","42,4",0.0,0.0,0,
12107,Pavia,04/4/2006,"13,3",5,"19,4","5,8",60.0,"10,3","5,6","14,8",0,0.0,0.0,0,
12108,Pavia,05/4/2006,"10,3",9,"12,4","7,1",81.0,"8,5",8,"14,8",0,0.0,0.0,0,Pioggia 
12109,Pavia,06/4/2006,"9,8",6,15,"8,4",91.0,"7,2",10,"31,3","46,5",0.0,0.0,"0,8",Pioggia 
12110,Pavia,07/4/2006,"9,3","5,3","14,3","4,2",70.0,"10,8","6,3",13,0,0.0,0.0,0,
12111,Pavia,08/4/2006,"11,3","3,7",18,"4,8",64.0,"6,3","2,8","7,6",0,0.0,0.0,0,
12112,Pavia,09/4/2006,"10,9","7,6","12,5","9,6",92.0,"4,7",2,"9,4",0,0.0,0.0,0,Pioggia 
12113,Pavia,10/4/2006,"11,9",9,"14,1","10,7",92.0,"5,1","11,5","22,2",0,0.0,0.0,"3,1",Pioggia 
12114,Pavia,11/4/2006,"10,5",6,15,"4,6",67.0,"10,5","12,2","24,1","46,5",0.0,0.0,17,Pioggia 
12115,Pavia,12/4/2006,"10,5","2,8",17,"1,9",55.0,"10,8","5,9","16,5",0,0.0,0.0,0,
12116,Pavia,13/4/2006,"13,5",4,"20,2","1,2",43.0,10,"5,7","14,8",0,0.0,0.0,0,
12117,Pavia,14/4/2006,"15,3","6,5",23,"7,3",59.0,10,"8,9","14,8",0,0.0,0.0,0,
12118,Pavia,15/4/2006,"14,3",11,"17,4","12,4",88.0,"9,5","4,8","11,1",0,0.0,0.0,0,Pioggia 
12119,Pavia,16/4/2006,"15,6",12,"20,3","12,9",84.0,"8,2","5,6","14,8",0,0.0,0.0,"0,5",Pioggia 
12120,Pavia,17/4/2006,"13,6",10,"16,5","12,8",95.0,6,"4,8","11,1",0,0.0,0.0,"8,9",Pioggia Temporale 
12121,Pavia,18/4/2006,15,10,"21,4","12,2",83.0,"8,4","4,6","24,1",0,0.0,0.0,0,Pioggia Temporale 
12122,Pavia,19/4/2006,"16,1","9,6","22,6","11,2",73.0,"10,8","6,9","24,1",0,0.0,0.0,0,Temporale 
12123,Pavia,20/4/2006,"16,1","10,2",23,"11,2",73.0,"10,8","5,2","16,5",0,0.0,0.0,0,
12124,Pavia,21/4/2006,"17,1","9,4",24,"11,3",69.0,"9,7","3,3","9,4",0,0.0,0.0,0,
12125,Pavia,22/4/2006,"17,8","9,3","25,4","9,6",59.0,"9,8","4,3","9,4",0,0.0,0.0,0,
12126,Pavia,23/4/2006,"18,6","11,6","25,5","8,9",53.0,"10,3","6,1","11,1",0,0.0,0.0,0,
12127,Pavia,24/4/2006,"18,7","10,3","25,5",11,61.0,"10,6","4,3","11,1",0,0.0,0.0,0,
12128,Pavia,25/4/2006,"17,5",13,"21,5","13,9",79.0,"11,3","5,4","16,5",0,0.0,0.0,1,Pioggia 
12129,Pavia,26/4/2006,"18,2",12,"23,4","12,7",70.0,"10,1","3,7","9,4",0,0.0,0.0,2,
12130,Pavia,27/4/2006,18,13,"24,3","12,9",72.0,"10,1","7,6","22,2",0,0.0,0.0,0,Pioggia Temporale 
12131,Pavia,28/4/2006,"16,7","13,7","22,2","12,9",78.0,"7,9","4,8","14,8",0,0.0,0.0,"4,6",Pioggia Temporale 
12132,Pavia,29/4/2006,"16,7",12,"22,6","12,5",76.0,9,"7,6","24,1",0,0.0,0.0,"9,9",Pioggia Temporale 
12133,Pavia,30/4/2006,"13,1","9,4","17,1","8,8",75.0,"10,1",12,"20,6",0,0.0,0.0,"7,9",Nebbia 
12134,Pavia,01/5/2006,"14,4","9,4","19,3","8,9",70.0,"11,3","5,2","11,1",0,0.0,0.0,"0,8",Pioggia 
12135,Pavia,02/5/2006,"16,2",13,"21,1","11,2",72.0,"8,2",7,13,0,0.0,0.0,14,Pioggia 
12136,Pavia,03/5/2006,"17,4","11,9","22,8","11,6",69.0,8,"5,9","11,1",0,0.0,0.0,0,
12137,Pavia,04/5/2006,"18,7",11,"24,2","10,4",58.0,"9,2","7,6","22,2",0,0.0,0.0,0,
12138,Pavia,05/5/2006,"16,6",14,"18,5",8,57.0,"11,3","8,7","18,3",0,0.0,0.0,0,Pioggia 
12139,Pavia,06/5/2006,"16,3","10,4",23,"8,9",62.0,"11,3","5,4","16,5",0,0.0,0.0,0,
12140,Pavia,07/5/2006,"17,4","9,7","24,5","8,6",56.0,"10,3",5,"9,4",0,0.0,0.0,0,
12141,Pavia,08/5/2006,"17,1","14,7","20,2","11,6",70.0,"7,6","7,2","20,6",0,0.0,0.0,0,Pioggia 
12142,Pavia,09/5/2006,"13,5","10,7",16,"9,4",76.0,"9,7","10,4","25,9",0,0.0,0.0,"7,1",Pioggia Temporale 
12143,Pavia,10/5/2006,"15,2","11,2",21,"10,1",72.0,"9,2","5,2","11,1",0,0.0,0.0,0,
12144,Pavia,11/5/2006,"17,1","11,9","23,5","10,3",64.0,"10,3","7,4","14,8",0,0.0,0.0,"7,1",Pioggia Temporale 
